;CountryName;CountryID;lowcarbonRDexp;year;Electricity_production_from_oil_gas_coal;general_public_expenditures;Coal_rents_percentage_of_GDP;Inflation;GDP_growth_annual_percentage;Natural_gas_rents_percentage_of_GDP;Oil_rents_percentage_of_GDP;disproportionality;election_year;green_vs_growth;left_vs_right;green_cabinet;left_incumbent_gov;single_party_gov;environmental_saliency ;political_constraints;institutional_constraints;social_expenditures;EU;prop;fed;pres;bic;deficit
BEL;Belgium;3;3;2008;38.6286685091466;22.6661446948071;0;1.90884542543854;0.446928735275904;0;0;3.75;0;-8.45235825;0.195495427;0;0;0;3.24;0.7067148;4;26.67;1;2;2;0;3;-1.0953763223809
BEL;Belgium;3;3;2009;39.8046901097922;24.191913477768;0;0.533179397971551;-2.02074306169408;0;0;3.75;0;-4.61018944;0.006625421;0;0;0;3.24;0.7067148;4;29.05;1;2;2;0;3;-5.43098596427426
BEL;Belgium;3;2;2010;40.2640861956881;23.7326860900242;0;1.89207786027008;2.86429270764155;0;0;3.75;1;-1.88723636;-0.825957119;0;0;NA;1.62;0.7067148;4;28.84;1;2;2;0;3;-4.08770722035578
CAN;Canada;4;3;1990;22.4756815291645;22.6999539680547;0.179952022747111;NA;NA;0.375961779666138;1.60117856303542;13.14;0;4.36034012;17.629547119;0;0;1;4.40;0.4432618;3;17.57;0;0;2;0;3;-5.91142212592073
CAN;Canada;4;3;1991;21.8781774806721;24.1032930856214;0.181095278090306;NA;NA;0.338413621620509;1.0666904312301;13.14;0;5.83551025;19.604383469;0;0;1;4.40;0.4442921;3;19.83;0;0;2;0;3;-8.35939826696096
CAN;Canada;4;3;1992;22.8235235325662;24.5271424361644;0.138926366047389;NA;NA;0.575617687873141;1.18213125296076;13.14;0;7.31067991;21.579221725;0;0;1;4.40;0.4410607;3;20.48;0;0;2;0;3;-9.19914926312156
CAN;Canada;4;3;1993;20.6140754758822;23.9640186514246;0.114599709572596;NA;NA;0.910484687130498;1.11641386947305;13.14;1;9.12672043;18.063152313;0;0;1;1.94;0.4375754;3;20.42;0;0;2;0;3;-8.93476494470822
CAN;Canada;4;3;1994;20.0664779465621;22.7487533359426;0.0951525779902974;NA;NA;0.782128893640301;0.999090388937199;13.14;0;8.91113472;2.226796389;0;0;1;1.94;0.4195121;3;19.31;0;0;2;0;3;-6.9359775345593
CAN;Canada;4;3;1995;21.0335622003375;21.7277281648498;0.164699564447213;NA;NA;0.522656636954024;1.0750735150594;13.14;0;6.04491520;2.060076475;0;0;1;1.94;0.4177244;3;18.40;0;0;2;0;3;-5.48964011250317
CAN;Canada;4;2;1996;20.1679440209869;20.8286125343194;0.171255979340836;NA;NA;1.02154251822651;1.34756047508205;13.14;0;3.17869544;1.893356323;0;0;1;1.94;0.4422499;3;17.59;0;0;2;0;3;-3.05256596040631
CAN;Canada;4;2;1997;22.5932705718271;19.8533457566752;0.154728052416656;NA;NA;0.943986790871797;0.860727286568373;13.14;1;1.21193826;1.784250498;0;0;1;1.65;0.4417913;3;16.98;0;0;2;0;3;0.038702165336532
CAN;Canada;4;2;1998;26.2051566013649;19.8366043300703;0.117174118573241;-0.179362566796712;3.89615182909806;0.71976926772887;0.364031497351259;13.14;0;2.84302902;1.905601025;0;0;1;1.65;0.4803310;3;17.05;0;0;2;0;3;0.142682776423956
CAN;Canada;4;2;1999;25.4725405694841;19.3207377194749;0.068930027853774;1.90262033853637;5.16291362410595;0.9693477562824;0.786208804616439;13.14;0;4.77394056;2.046156406;0;0;1;1.65;0.4802494;3;16.09;0;0;2;0;3;1.65557624708932
CAN;Canada;4;2;2000;26.7737897872509;19.1064161806335;0.0677846533633606;4.33540120081636;5.17763566824114;2.00625374883231;1.45889416561269;13.14;1;6.70485210;2.186711788;0;0;1;6.16;0.4805039;3;15.83;0;0;2;0;3;2.63970396113812
CAN;Canada;4;2;2001;28.9541863067585;19.5093203790186;0.112198220536692;1.65862113422375;1.78997287991373;2.05050711826869;0.806147798672771;13.14;0;4.84132767;2.081423759;0;0;1;6.16;0.4476995;3;16.29;0;0;2;0;3;0.52946896708992
CAN;Canada;4;2;2002;27.5411788581371;19.7787192119877;0.0861440086194807;1.23904949251077;3.01805051224973;1.08800923611122;0.880238980056413;13.14;0;0.70114154;1.828630090;0;0;1;6.16;0.4386764;3;16.29;0;0;2;0;3;-0.233895789038061
CAN;Canada;4;2;2003;28.3718547618321;19.8962017689692;0.0705480183969632;3.25467324330218;1.80151813598957;1.57628887986096;0.998683320337803;13.14;0;-3.43904424;1.575836420;0;0;1;6.16;0.4365404;3;16.34;0;0;2;0;3;-0.126957864812588
CAN;Canada;4;2;2004;26.4767906112209;19.4174844503805;0.140911603984149;3.26626600410312;3.08698080915133;2.10766132709089;1.34663768776225;13.14;1;-5.27467442;1.490308881;0;0;1;5.54;0.4358589;3;16.34;0;0;2;0;3;0.767669538252837
CAN;Canada;4;3;2005;25.1269894476281;19.0759109803014;0.152971800158235;3.12288712707389;3.20420042827129;2.18388163541808;1.66720104418872;13.14;0;-0.21575475;1.973620176;0;0;1;5.54;0.4596730;3;16.18;0;0;2;0;3;1.55312009791853
CAN;Canada;4;3;2006;24.4130141648993;19.2487641773811;0.15398779219536;2.57381038683874;2.63430381378384;1.43051658871271;1.55708079181916;13.14;1;2.80327940;9.696532249;0;0;1;4.81;0.4622242;3;16.33;0;0;2;0;3;1.82760436294436
CAN;Canada;4;3;2007;24.8212328451141;19.2505356033619;0.109426147425569;3.28080509945265;2.06940988808428;1.05626438373322;1.58539579562367;13.14;0;2.17598557;6.937517166;0;0;1;4.81;0.4825850;3;16.25;0;0;2;0;3;1.81965580691922
CAN;Canada;4;3;2008;23.3195012866652;19.7194394824506;0.375145260469028;3.98373860184653;1.00762269545756;1.42615238186615;2.61879798056548;13.14;1;2.67134261;2.779892445;0;0;1;14.48;0.4640255;3;16.89;0;0;2;0;3;0.184425128889388
CAN;Canada;4;4;2009;22.0420080538674;21.9645855050549;0.198734513318516;-2.31152537444508;-2.92840016684549;0.147284096452176;1.41454068614139;13.14;0;3.10851812;1.946884036;0;0;1;14.48;0.4448200;3;18.51;0;0;2;0;3;-3.88135176862461
CAN;Canada;4;5;2010;23.0800058292043;21.4754574603582;0.245675447686503;2.84994645578823;3.08949461982786;0;1.47161552277372;13.14;0;2.30924225;2.334913969;0;0;1;14.48;0.4463400;3;17.92;0;0;2;0;3;-4.73755858174553
DNK;Denmark;5;2;1990;68.0175294439879;19.1003186340137;0.103767209106503;3.39664344990661;5.25500608278011;0.0200332072595298;0.02123472705754;1.60;1;-2.73142743;-1.401323318;0.0000;0;0;5.63;0.5443512;2;25.44;1;2;0;0;1;-1.72910832297691
DNK;Denmark;5;2;1991;68.6355272047269;18.6769453903393;0.0836316570947648;3.0850797602741;5.10826152190214;0.0161892034109768;0.00873216790806756;1.60;0;-2.66866589;-1.141854048;0.0000;0;0;5.63;0.5168951;2;26.19;1;2;0;0;1;-3.17932378452786
DNK;Denmark;5;3;1992;65.7638024854217;19.2211202895315;0.0542261334749881;5.30619664154659;1.923076559054;0.0100997733285056;0.00787936891489794;1.60;0;-2.13793492;1.660994768;0.0000;0;0;5.63;0.5199394;2;26.61;1;2;0;0;1;-2.94205653883002
DNK;Denmark;5;2;1993;65.9269991406485;19.3518153624728;0.0313017464026943;3.88366391994282;-0.976849818160517;0.0116782880744374;0.00735560647745738;1.60;0;-5.05404902;-3.484208584;0.0000;1;0;5.63;0.5199394;2;28.34;1;2;0;0;1;-4.24128566760103
DNK;Denmark;5;2;1994;65.8624727487362;19.3140389713317;0.0171664897874357;2.05160802865106;2.39189207051331;0.00957046299101837;0.00607221223875841;1.60;1;-5.54861498;-2.460092783;0.0000;1;0;4.90;0.5199394;2;29.57;1;2;0;0;1;-3.88167542347557
DNK;Denmark;5;2;1995;65.4126956123525;19.4241558948807;0.0233732773930018;1.98132464852524;1.54414649556445;0.00847550020228667;0.00575648885931214;1.60;0;-3.61123729;-2.324539661;0.0000;1;0;4.90;0.5290579;2;29.19;1;2;0;0;1;-3.61997105643993
DNK;Denmark;5;2;1996;65.1267226085046;19.7125503544328;0.0212546012441741;0.602279503049189;0.80582289149001;0.0119412016891341;0.00820279401709072;1.60;0;-2.83177447;1.787870407;0.0000;1;0;4.90;0.5290579;2;28.39;1;2;0;0;1;-2.4827205882353
DNK;Denmark;5;2;1997;63.6857654317158;19.3548683170589;0.0189941974276807;0.272816321974162;1.79216082094591;0.0133696005969414;0.00715435628400472;1.60;0;-1.88835812;8.511940002;0.0000;1;0;4.90;0.5290579;2;27.28;1;2;0;0;1;-1.20015705435825
DNK;Denmark;5;2;1998;65.0194161575017;19.0981523217601;0.0169928536706161;0.688465401249033;2.01393278519326;0.00530557562302715;0.00187105671425355;1.60;1;-1.86670971;8.359992981;0.0000;1;0;8.09;0.5290579;2;26.46;1;2;0;0;1;-0.388532883642488
DNK;Denmark;5;2;1999;63.1776597381209;19.2467030512557;0.00912309370266067;0.343135141558832;1.88726115399444;0.00446860062948517;0.00643698493404131;1.60;0;-3.22972012;4.200116634;0.0000;1;0;8.09;0.5341635;2;27.11;1;2;0;0;1;0.869029399919454
DNK;Denmark;5;2;2000;63.1546024640363;19.0445168295331;0.015518512380129;-0.489389005327581;2.91250296366708;0.0254614994247249;0.0191195909073763;1.60;0;-4.52173424;2.497390032;0.0000;1;0;8.09;0.5341635;2;26.25;1;2;0;0;1;1.88740673750848
DNK;Denmark;5;2;2001;62.6987073069295;18.9489261417511;0.0355283308748216;1.30499491007868;1.68146848097079;0.0481748403218793;0.0146168261061845;1.60;1;-6.65576553;1.741090298;0.0000;1;0;3.84;0.5341635;2;26.72;1;2;0;0;1;1.14057601166606
DNK;Denmark;5;1;2002;62.7929355241136;19.2315706148891;0.0209219445918354;1.37812582409744;-0.197973834771361;0.0349879299388313;0.0155503810215185;1.60;0;4.01523590;22.967548370;0.0000;0;0;3.84;0.5208361;2;27.27;1;2;0;0;1;-0.015386797135361
DNK;Denmark;5;1;2003;64.3785733337972;19.3256374430834;0.0154110382446643;1.32125352370875;-0.700116686114356;0.0328704295113166;0.0160467338262568;1.60;0;2.51100087;17.303342819;0.0000;0;0;3.84;0.5208361;2;28.12;1;2;0;0;1;-0.133143095768375
