;CountryName;CountryID;lowcarbonRDexp;year;Electricity_production_from_oil_gas_coal;general_public_expenditures;Coal_rents_percentage_of_GDP;Inflation;GDP_growth_annual_percentage;Natural_gas_rents_percentage_of_GDP;Oil_rents_percentage_of_GDP;disproportionality;election_year;green_vs_growth;left_vs_right;green_cabinet;left_incumbent_gov;single_party_gov;environmental_saliency ;political_constraints;institutional_constraints;social_expenditures;EU;prop;fed;pres;bic;deficit
DNK;Denmark;5;2;2004;62.6816995442682;18.8173806198398;0.0694627018287842;1.11559586662639;1.17508813160987;0.0239080522952251;0.0181937186544636;1.60;0;3.42205715;11.488172531;0.0000;0;0;3.84;0.5208361;2;27.90;1;2;0;0;1;2.07310756972111
DNK;Denmark;5;3;2005;62.3168236440403;18.7759088585026;0.060843937995147;0.405207331851614;0.731707163554191;0.0236387906514453;0.0262095350062948;1.60;1;2.81774497;6.826476097;0.0000;0;0;8.61;0.5208361;2;27.50;1;2;0;0;1;4.95485498108449
DNK;Denmark;5;3;2006;61.0271015216553;18.3277709762356;0.0574597181938067;0.397281154893903;3.816441912988;0.0424552843428986;0.0292986423426535;1.60;0;2.27753901;4.244536877;0.0000;0;0;8.61;0.5334914;2;26.83;1;2;0;0;1;4.98692266539856
DNK;Denmark;5;4;2007;62.7923675518375;17.8550539097037;0.059224584930732;1.77027320694081;2.97645513131597;0.0368634628815523;0.0277069696131841;1.60;1;3.01278257;0.367990166;0.0000;0;0;12.15;0.5334914;2;26.26;1;2;0;0;1;5.02058891189325
DNK;Denmark;5;3;2008;60.7520728900659;18.2555596134287;0.179430737527453;0.909330422301522;0.95987913356484;0.0470912612507809;0.0321140604177934;1.60;0;4.95400953;1.828469634;0.0000;0;0;12.15;0.5502336;2;26.48;1;2;0;0;1;3.17379961143491
DNK;Denmark;5;4;2009;59.7388663075499;19.9916998196857;0.065492973877455;1.84189163776318;-5.69383633640285;0.0417044660012887;0.0170788078157251;1.60;0;6.61705399;4.967055321;0.0000;0;0;12.15;0.5502336;2;29.99;1;2;0;0;1;-2.79826955461355
DNK;Denmark;5;6;2010;59.4572466855947;19.5632116674466;0.101913395188097;0.645275771121817;4.17988249873657;0.0284616836916362;0.0220434249145819;1.60;0;8.15916157;6.253905773;0.0000;0;0;12.15;0.5502336;2;30.07;1;2;0;0;1;-2.7103097907118
FIN;Finland;6;3;1990;96.7362019859903;23.906614103196;0;2.60244721924072;1.4752442765041;0.0612110297859463;0.447400824736566;3.34;0;-4.52122211;-4.098175049;0.0000;0;0;11.15;0.5342311;0;23.76;0;2;0;1;1;5.31778053848436
FIN;Finland;6;3;1991;96.9325489122999;24.2481269921423;0;2.65945274364057;1.39363399746793;0.0636230291962958;0.242630553551055;3.34;1;-2.14563894;-7.322876930;0.0000;0;0;15.62;0.5342311;0;28.81;0;2;0;1;1;-0.904498325642421
FIN;Finland;6;4;1992;95.2306591190058;24.1630384829775;0;1.65591108674465;1.95700671183856;0.0421790402567703;0.260826336048591;3.34;0;-0.55887192;-3.217479229;0.0000;0;0;15.62;0.5423052;0;32.89;0;2;0;1;1;-5.32778184048501
FIN;Finland;6;4;1993;94.7253782304115;25.3010539018846;0;0.579917803734673;0.0106876308268369;0.0563345949612896;0.289133685408409;3.34;0;0.64203119;2.230207443;0.0000;0;0;15.62;0.5423052;0;32.97;0;2;0;1;1;-8.08559294348252
FIN;Finland;6;4;1994;95.1328305978609;24.4041854603846;0;1.56550235871995;5.33246271155308;0.0466956970339323;0.268262477842883;3.34;0;1.87743437;7.420094967;0.0000;0;0;15.62;0.5423052;0;32.41;0;2;0;1;1;-6.49593934919392
FIN;Finland;6;5;1995;88.1821644267914;24.0520725870819;0;1.28239062894038;3.0275872672533;0.0428820166777964;0.253717079235424;3.34;1;1.92604887;5.527955532;5.1440;0;0;9.42;0.5423052;1;29.65;1;2;0;1;1;-5.92497133405718
FIN;Finland;6;4;1996;87.9063864730693;24.1054046096333;0;2.01418362468391;2.90009976874006;0.0643911814461706;0.392043388382261;3.34;0;1.41988158;4.426033974;7.1430;1;0;9.42;0.5332260;1;29.59;1;2;0;1;1;-3.24637794735656
FIN;Finland;6;6;1997;82.4032494640641;23.6392168601487;0;2.01391957101436;3.26089015774798;0.0864058174451101;0.369138032206381;3.34;0;1.16617954;5.095666409;7.1430;1;0;9.42;0.5332260;2;27.46;1;2;0;1;1;-1.21472470150803
FIN;Finland;6;5;1998;80.6971031060735;24.1291225249093;0;1.23214285936466;2.21815874223761;0.0339100665712283;0.0951270278529695;3.34;0;0.91247737;5.765298843;7.1430;1;0;9.42;0.5332260;2;25.32;1;2;0;1;1;1.63852781513024
FIN;Finland;6;5;1999;77.6901336073998;24.3659908004743;0;1.68475372464907;2.94802216063901;0.0267156429668499;0.427073512787449;3.34;1;0.64068383;6.573530197;5.2600;1;0;6.57;0.5332260;2;24.74;1;2;0;1;1;1.66724447666173
FIN;Finland;6;4;2000;72.5182370399135;23.8737646063848;0;3.01797428833477;3.74686259540198;0.163291297695366;1.28779219787412;3.34;0;0.31557894;5.396549225;10.5260;1;0;6.57;0.5398595;2;23.35;1;2;0;1;1;6.85346154409933
FIN;Finland;6;4;2001;74.1260038697023;24.3249117385811;0;2.51841422592467;0.823152998014436;0.311496265953174;0.903579849554573;3.34;0;-0.01283430;3.902967453;10.5260;1;0;6.57;0.5398595;2;23.30;1;2;0;1;1;4.97621484083304
FIN;Finland;6;4;2002;74.5641051747397;24.8690541949282;0;2.34764746386243;0.46634557149423;0.22349207803744;0.941616949135826;3.34;0;0.07319266;2.609569311;4.3860;0;0;6.57;0.5398595;2;23.94;1;2;0;1;1;4.05694812979002
FIN;Finland;6;3;2003;80.5547135495605;25.0380242581172;0;1.48182980917917;0.390058556485101;0.189483900014672;0.908901861795842;3.34;1;0.99349254;-1.914668918;0.0000;0;0;9.26;0.5398595;2;24.83;1;2;0;1;1;2.42373920091731
FIN;Finland;6;4;2004;74.8095756256801;24.9339005994338;0;2.09573309263418;2.66821926741747;0.171419875888658;1.13914703993258;3.34;0;1.94275141;-1.553542256;0.0000;0;0;9.26;0.5341306;2;24.93;1;2;0;1;1;2.2096524269643
FIN;Finland;6;4;2005;70.6781437951774;24.4986889118824;0;2.90642404916615;2.33664130821947;0.187051889903783;1.53400439794518;3.34;0;2.79346037;0.298741698;0.0000;0;0;9.26;0.5341306;2;24.99;1;2;0;1;1;2.65169685524662
FIN;Finland;6;5;2006;78.0206529126746;24.2035383887553;0;2.07617957165436;3.9130079783106;0.330682066692208;1.56585703941702;3.34;0;3.64416933;2.151025772;0.0000;0;0;9.26;0.5341306;2;24.71;1;2;0;1;1;3.97115045373836
FIN;Finland;6;6;2007;71.7672194526401;24.337963243396;0;2.43228058523555;0.909238928302372;0.282053891991899;1.36245728979081;3.34;1;2.78317857;5.257298946;7.5000;0;0;7.71;0.5341306;2;23.68;1;2;0;1;1;5.10819363667464
FIN;Finland;6;6;2008;70.0923093729517;25.1008900558313;0;4.13469296938067;-0.512016744849106;0.425252240677378;1.60062190842162;3.34;0;2.31779146;5.739643574;10.0000;0;0;7.71;0.5394574;2;24.32;1;2;0;1;1;4.1767688466785
FIN;Finland;6;6;2009;70.1646373306214;27.9349997229178;0;0.529022254242335;-4.90654772965155;0.336921475783183;0.856974807266852;3.34;0;2.31646657;5.548572540;10.0000;0;0;7.71;0.5394574;2;28.28;1;2;0;1;1;-2.48422257313738
FIN;Finland;6;6;2010;66.0954145437703;27.365847979969;0;3.224072873962;1.87099114718497;0.256340181446654;1.15671560019248;3.34;0;2.31514168;5.357501984;10.0000;0;0;7.71;0.5394574;2;28.65;1;2;0;1;1;-2.5337110602042
FRA;France;7;4;1990;46.8076663624459;16.2488727076589;0.019159918217206;7.32625092001946;3.78139355508462;0.00638276813225428;0.0152032414703408;19.56;0;5.86510992;2.06457400;0.0000;1;0;2.43;0.5543595;1;25.13;1;1;0;3;3;-2.43239833546287
FRA;France;7;3;1991;46.0306690188628;16.920940599879;0.0147090774405213;6.93513966316581;2.54600058472822;0.00464652858379283;0.00905563298214569;19.56;0;3.99450874;1.32182133;0.0000;1;0;2.43;0.5543595;1;25.77;1;1;0;3;3;-2.86228941028011
FRA;France;7;3;1992;51.8059987236758;17.8057219015309;0.00785081992553316;6.71077117808312;0.929215316053813;0.00272621288070949;0.00886209784428273;19.56;0;3.10743237;-0.01395768;0.0000;1;0;2.43;0.5543595;1;26.56;1;1;0;3;3;-4.60418631564231
FRA;France;7;3;1993;47.6894473073038;18.3451838901599;0.00131427722011711;4.53724126311641;-1.03149172891911;0.00199419049263259;0.00843798306395969;19.56;1;6.56138659;6.14204788;0.0000;0;0;5.32;0.3564390;2;27.97;1;1;0;1;3;-6.3598859117471
FRA;France;7;3;1994;47.4518651104399;17.7618715610293;0.00171946317719352;3.87984191925736;2.38319532639552;0.000499016329822067;0.00724214476754035;19.56;0;6.36914730;7.38202477;0.0000;0;0;5.32;0.2251348;2;27.94;1;1;0;1;3;-5.42573669705321
FRA;France;7;3;1995;51.6026957172879;17.6137893301606;0.00615316468164462;4.93312981120783;2.75749404598304;0.000922526839188102;0.00542984756812291;19.56;0;4.74559402;6.16722059;0.0000;0;0;5.32;0.2251348;2;29.23;1;1;0;3;3;-5.10647236100091
FRA;France;7;3;1996;43.4672511752661;17.4872190072424;0.0037023498014721;3.4600912454728;2.66056160429645;0.00124385760999658;0.00570055578397905;19.56;0;3.12204075;4.95241642;0.0000;0;0;5.32;0.5324576;2;29.63;1;1;0;3;3;-3.90548957953226
FRA;France;7;3;1997;50.8879337235061;17.0066324133203;0.00192571585402282;2.355985604347;3.70249462716615;0.000521353695011078;0.00359725964472894;19.56;1;-0.15021372;0.14005232;3.4000;1;0;8.63;0.5324576;2;29.54;1;1;0;1;3;-3.65264486666605
FRA;France;7;3;1998;50.0935922892364;16.8577661948981;0.00231933540904137;2.5666017086474;4.39310073452258;0.000128712231041652;0.00125719392371629;19.56;0;-0.98850167;-3.61482477;5.8800;1;0;8.63;0.4033056;2;29.73;1;1;0;1;3;-2.37783409589577
FRA;France;7;4;1999;57.7831002200771;16.7905217693458;0.000229798305850994;2.54111013269167;4.4905533784064;0.000123499881680145;0.0024341210028252;19.56;0;0.63323367;-3.41964602;5.8800;1;0;8.63;0.4414832;2;29.74;1;1;0;1;3;-1.60430749095937
FRA;France;7;3;2000;55.9539382856315;16.6978209495702;0.00377965719516121;3.32975470875705;5.24594382377803;0.000794196711320966;0.00463049242469016;19.56;0;2.25496888;-3.22446728;3.6530;1;0;8.63;0.4414832;2;28.65;1;1;0;1;3;-1.31766518975148
FRA;France;7;2;2001;51.3689196668769;16.5446730566496;0.0119763490946134;4.10823240729492;3.93300276489272;0.00451436685670064;0.0048504077066198;19.56;0;3.87670422;-3.02928829;4.7620;1;0;8.63;0.4414832;2;28.73;1;1;0;1;3;-1.3782825648165
FRA;France;7;4;2002;59.785675879575;16.6243302666126;0.00386505159596245;4.08467462706628;2.73094832930995;0.00325849623835101;0.00413068712610715;19.56;1;5.39217949;2.45058084;1.6440;0;0;6.02;0.4428306;2;29.54;1;1;0;3;3;-3.15865274459101
FRA;France;7;4;2003;54.1461177631911;16.7766052655852;0.00310378938794244;3.93350333888964;2.98193631644672;0.00110362718240786;0.00392485460285324;19.56;0;5.23085690;4.48404694;0.0000;0;0;6.02;0.5404885;2;29.87;1;1;0;3;3;-4.01252043640143
FRA;France;7;4;2004;57.6977574714804;17.1689140681632;0.020613433179251;3.88222500847937;3.12273351662624;0.00137318688117155;0.0041092121350066;19.56;0;4.90695000;3.51433372;0.0000;0;0;6.02;0.5404885;2;30.00;1;1;0;3;3;-3.59629602199722
FRA;France;7;4;2005;63.6383423448324;17.3316209399401;0.012656607541786;4.10099214935586;3.65208419190144;0.000619026708574094;0.00286667313250032;19.56;0;4.58304310;2.54462004;0.0000;0;0;6.02;0.5404885;2;29.95;1;1;0;3;3;-3.35928460435604
FRA;France;7;4;2006;61.7009831451171;17.3603314528557;0.011666551848321;3.97962663984784;4.10268574072705;0.000471054137943195;0.00304788667853021;19.56;0;4.25913620;1.57490659;0.0000;0;0;6.02;0.5404885;2;29.08;1;1;0;3;3;-2.44193754548591
FRA;France;7;5;2007;62.0834285827875;17.7056341053184;0.0145347963973229;3.41639675931501;3.60473846199818;0.000107941796491374;0.00261013357000925;19.56;1;3.98963141;0.99947739;0.0000;0;0;5.77;0.5404885;2;28.90;1;1;0;3;3;-2.6346418858641
FRA;France;7;5;2008;60.7030079298214;18.8230989210854;0.0322301150012073;2.2543271978751;0.887067045576416;0.00014063050739349;0.00321822934468227;19.56;0;3.82764101;2.01877069;0.0000;0;0;5.77;0.5587655;2;29.15;1;1;0;3;3;-3.26612494110769
FRA;France;7;6;2009;56.1642380657076;20.6396944608879;0.00967947271442812;0.143775339270547;-3.7631070424473;0.000109408225691367;0.00162954237190503;19.56;0;3.64708710;3.17535353;0.0000;0;0;5.77;0.4937265;2;31.50;1;1;0;3;3;-7.17328617711979
FRA;France;7;5;2010;46.1705551086082;20.6329023062173;0.0165281128535182;0.153479379550461;0.162919517758226;0.000327029566158035;0.00270499598676736;19.56;0;3.51404142;4.47649336;0.0000;0;0;5.77;0.4937265;2;31.69;1;1;0;3;3;-6.89261149768458
DEU;Germany;8;2;1990;30.1083178549754;20.8698424564914;0;5.19540242701977;0.670275844289762;0;0;2.55;1;-1.97033691;-0.18224272;0.0000;0;0;14.90;0.4265785;5;22.90;1;2;2;0;4;-1.892614527
DEU;Germany;8;2;1991;28.011933915083;23.9139690905534;0;1.51176606854524;-5.88632806942667;0;0;2.55;0;-0.84623885;0.56046146;0.0000;0;0;14.90;0.4237192;5;24.59;1;2;2;0;4;-3.17907738110204
DEU;Germany;8;2;1992;25.4898224339541;24.2704819419216;0;0.887746783677983;-3.29466006575714;0;0;2.55;0;2.10791850;1.67661393;0.0000;0;0;14.90;0.4237192;5;26.43;1;2;2;0;4;-2.60774235818389
DEU;Germany;8;2;1993;28.5057057253721;23.3012087553087;0;1.76590123152506;-0.661998030419085;0;0;2.55;0;5.06207561;2.79276633;0.0000;0;0;14.90;0.4237192;5;27.08;1;2;2;0;4;-3.0985540195603
DEU;Germany;8;2;1994;34.669592113483;22.3958390726069;0;1.84541095651166;3.96305242370121;0;0;2.55;1;8.25655174;3.95935869;0.0000;0;0;11.46;0.4237192;5;27.03;1;2;2;0;4;-2.52510614468926
DEU;Germany;8;1;1995;30.8143983758882;21.8946919806391;0;4.20111318922798;4.21686746987953;0;0;2.55;0;12.43275070;6.30392742;0.0000;0;0;11.46;0.4377242;5;27.41;1;2;2;0;4;-9.43006630449409
DEU;Germany;8;2;1996;36.535828059908;22.159419296063;0;-0.0782759655458847;3.66717982978477;0;0;2.55;0;16.18864441;9.14343452;0.0000;0;0;11.46;0.4377242;5;27.86;1;2;2;0;4;-3.56851553998239
DEU;Germany;8;1;1997;30.983289001966;21.3118304800238;0;2.08042177103114;6.33379565418399;0;0;2.55;0;19.94453430;11.98294258;0.0000;0;0;11.46;0.4377242;5;27.28;1;2;2;0;4;-2.93848328855081
DEU;Germany;8;1;1998;26.5238644947055;20.5745638062985;0;3.09793753182429;5.45718050065875;0;0;2.55;1;18.40319061;11.06886196;3.3900;0;0;3.81;0.4377242;5;27.23;1;2;2;0;4;-2.56944375428588
DEU;Germany;8;1;1999;28.9186115150381;20.2598569132339;0;0.927035885223574;4.37957572274557;0;0;2.55;0;3.47473550;0.61871368;18.7500;1;0;3.81;0.4376548;5;27.55;1;2;2;0;4;-1.72322999890981
DEU;Germany;8;1;2000;28.4240310963759;19.7373242843113;0;1.63783143233083;5.7733624584817;0;0;2.55;0;2.76241708;0.21199200;18.7500;1;0;3.81;0.4376548;5;27.52;1;2;2;0;4;-1.58469903899586
DEU;Germany;8;1;2001;31.7012592970491;19.9256022346987;0;3.30338088882533;2.61001912392074;0;0;2.55;0;2.05009866;-0.19472969;18.7500;1;0;3.81;0.4376548;5;27.61;1;2;2;0;4;-3.02171873268853
DEU;Germany;8;1;2002;34.504702821693;20.6275339089207;0;0.944264297601578;1.70714896198065;0;0;2.55;1;1.19962120;-0.69746792;18.7500;1;0;3.44;0.4376548;5;28.21;1;2;2;0;4;-3.86887688244204
DEU;Germany;8;2;2003;41.2186039892797;21.0966793850371;0;0.189923706229408;2.00378420285061;0;0;2.55;0;0.83524096;-1.17722273;18.7500;1;0;3.44;0.4295203;5;28.61;1;2;2;0;4;-3.69868709949626
DEU;Germany;8;2;2004;35.5256567068554;21.1844442484788;0;0.602661249044417;3.99209129032087;0;0;2.55;0;1.34278607;-1.23991835;18.7500;1;0;3.44;0.4295203;5;27.96;1;2;2;0;4;-3.34524600879547
DEU;Germany;8;2;2005;26.8028675866368;21.4115261071001;0;0.928941215438584;2.77985055556123;0;0;2.55;1;2.02637172;-0.99853349;17.7225;1;0;5.09;0.4295203;5;28.15;1;2;2;0;4;-3.32466993593929
DEU;Germany;8;2;2006;36.313052774808;21.3207863641359;0;0.920723414612866;4.02740965802573;0;0;2.55;0;8.44709587;4.53148079;0.0000;1;0;5.09;0.4736524;5;26.90;1;2;2;0;4;-1.65282154230647
DEU;Germany;8;2;2007;31.5908671302849;20.7668705097503;0;2.7532807031041;5.29933650739021;0;0;2.55;0;6.57987070;2.82341790;0.0000;1;0;5.09;0.4736524;5;25.92;1;2;2;0;4;0.260555265206183
DEU;Germany;8;2;2008;26.9707614422978;21.5648727254009;0;3.03723677240961;0.783995060876521;0;0;2.55;0;4.71264505;1.11535478;0.0000;1;0;5.09;0.4736524;5;26.17;1;2;2;0;4;-0.116525502882462
DEU;Germany;8;2;2009;30.4194591294454;24.0675224350333;0;1.77390522146771;-8.0744474323113;0;0;2.55;1;3.74093175;1.04758000;0.0000;0;0;6.46;0.4736524;5;28.84;1;2;2;0;4;-3.15335298253426
DEU;Germany;8;2;2010;33.3118476832685;23.6862386588924;0;0.322930666499261;3.18595865407703;0;0;2.55;0;5.19805241;4.97496510;0.0000;0;0;6.46;0.5296463;5;28.03;1;2;2;0;4;-4.38859588851028
GRC;Greece;9;1;1990;11.2938909249543;21.168890584749;0.007472066670426;2.65716286284953;2.92393508123074;0.00604113463038852;0.0245084931517694;6.64;1;7.65966272;8.81263733;0.0000;0;1;3.20;0.3906847;1;16.49;1;2;0;0;1;-14.04010729
GRC;Greece;9;1;1991;13.361469580082;21.655025854054;0.00645714738780446;2.54708482952901;1.04817584704435;0.0057147022321962;0.0110336762208728;6.64;0;8.79454422;9.39469337;0.0000;0;1;3.20;0.3822413;1;15.92;1;2;0;0;1;-9.8634605
GRC;Greece;9;1;1992;10.9206084202334;22.2592205187876;0.00382941213119969;1.96705575674531;1.59934267687127;0.0035385665848701;0.010530358990424;6.64;0;9.75245571;9.32154560;0.0000;0;1;3.20;0.3822413;1;16.14;1;2;0;0;1;-10.93276636
GRC;Greece;9;1;1993;7.31091399200262;23.4090318084193;0.0020694999184069;1.62350295323319;-0.628666351905437;0.00439130022034328;0.0103638064609771;6.64;1;8.19037914;5.15346050;0.0000;0;1;4.67;0.3822413;1;17.02;1;2;0;0;1;-11.93952797
GRC;Greece;9;1;1994;7.03444846426306;23.1862574341006;0.00107564250961018;0.924929488177952;2.35834218111899;0.00354927222731716;0.0091384859686184;6.64;0;1.84620690;-6.49471998;0.0000;1;1;4.67;0.3612072;1;17.05;1;2;0;0;1;-8.262472678
GRC;Greece;9;1;1995;7.76566008619689;23.1766607320363;0.0014784630724632;1.12472291500529;2.10669525325974;0.00294532525191239;0.00792621788101579;6.64;0;3.21672249;-5.43222094;0.0000;1;1;4.67;0.3612072;1;17.41;1;2;0;0;1;-8.6526068175586
GRC;Greece;9;1;1996;8.42132139209679;23.4696941384658;0.000792335634593578;1.35807806646662;1.41299367250002;0.00316720888959731;0.00950000418254666;6.64;1;4.52970409;-4.36217690;0.0000;1;1;4.38;0.3612072;1;17.98;1;2;0;0;1;-7.31540481880317
GRC;Greece;9;1;1997;7.68301811467638;23.4009423125566;0.000349211773037017;0.878201639970939;2.33629652937944;0.00312952911713523;0.00686900140936528;6.64;0;5.15227795;-3.20159030;0.0000;1;1;4.38;0.3849319;2;17.98;1;2;0;0;1;-5.49805387728742
GRC;Greece;9;1;1998;10.6330800802735;22.6152011693207;0.000330301668656444;0.950262691440912;3.58865942535427;0.00107575015943742;0.00162682876825974;6.64;0;5.60225010;-2.01836848;0.0000;1;1;4.38;0.3849319;2;18.64;1;2;0;0;1;-6.08411922456148
GRC;Greece;9;1;1999;9.73933162841471;22.6309940264054;2.46306666748466e-05;0.203811154729848;3.42137379882455;0.000758651621157184;0.00520222863483441;6.64;0;6.05222225;-0.83514673;0.0000;1;1;4.38;0.3849319;2;19.24;1;2;0;0;1;-5.53860049405088
GRC;Greece;9;1;2000;9.25644264402523;22.3258723712198;0.000420893186746659;1.5532902530466;3.92366922704063;0.00399771152732431;0.0124062949544023;6.64;1;6.23632431;0.19161859;0.0000;1;1;3.60;0.3849319;2;19.23;1;2;0;0;1;-4.01396038495971
GRC;Greece;9;1;2001;8.25346698796595;22.1418541151996;0.00093285177766983;2.00833418538838;1.98372141863292;0.00740764088809509;0.00866624273024419;6.64;0;5.35694647;0.59255797;0.0000;1;1;3.60;0.3660830;2;20.64;1;2;0;0;1;-5.4660570929959
GRC;Greece;9;1;2002;9.23486805267056;22.7211494436744;0.000249762683660724;2.0674257413845;1.13553148214601;0.00511925912961926;0.00820742295841748;6.64;0;4.38894558;0.94134521;0.0000;1;1;3.60;0.3660830;2;20.20;1;2;0;0;1;-6.02407427346494
GRC;Greece;9;1;2003;9.92512965179233;23.143427286765;0.000248197074483071;1.85936824410877;0.823160756684118;0.00399470823667952;0.00704538983999861;6.64;0;3.42094469;1.29013240;0.0000;1;1;3.60;0.3660830;2;19.87;1;2;0;0;1;-7.83041716576796
GRC;Greece;9;1;2004;9.63795255930087;23.0446960978721;0.000155672842486141;1.62267544006134;2.82975292869891;0.00264743802552653;0.00806824295845649;6.64;1;1.27149796;1.87580538;0.0000;0;1;4.49;0.3660830;2;19.99;1;2;0;0;1;-8.82788084399929
GRC;Greece;9;1;2005;10.8014565571331;23.0670392801425;0;1.93634141901367;1.66321998030079;0.00217381617676599;0.0103367815069983;6.64;0;1.55571675;1.46096170;0.0000;0;1;4.49;0.3634964;2;21.08;1;2;0;0;1;-6.18794302213937
GRC;Greece;9;1;2006;9.71090490172663;22.7591793094828;0;2.15532739127715;2.44932360111885;0.00457970317798297;0.0118840608454153;6.64;0;2.46889853;0.84678584;0.0000;0;1;4.49;0.3634964;2;21.30;1;2;0;0;1;-5.94597671182071
GRC;Greece;9;0;2007;9.99482050936388;22.4331396546751;0;2.5566370154462;2.42473624337305;0.00374524825659996;0.0104120456547813;6.64;1;3.11227107;0.27449724;0.0000;0;1;4.43;0.3634964;2;21.47;1;2;0;0;1;-6.70707442287015
GRC;Greece;9;0;2008;9.43491759874262;22.5625633664261;0;2.36707384043677;0.254945960124005;0.00462300364192665;0.013136740544684;6.64;0;0.51792985;0.20485604;0.0000;0;1;4.43;0.4140824;2;22.22;1;2;0;0;1;-10.1760235116764
GRC;Greece;9;0;2009;9.28008924684781;24.0808047006283;0;0.0666274760495753;-2.87331382849631;0.00407991484935452;0.00701029828677177;6.64;1;-2.59299493;-0.55677432;0.0000;0;1;7.57;0.4140824;2;24.38;1;2;0;0;1;-15.1477134661029
GRC;Greece;9;1;2010;9.85246816768123;23.9892566941431;0;1.06969747621216;1.94943762312663;0.00274998381029871;0.0102281051263441;6.64;0;-0.04668874;-1.99782228;0.0000;1;1;7.57;0.4109012;2;24.24;1;2;0;0;1;-11.2924095589941
IRL;Ireland;10;1;1990;77.4533838963982;18.5775072156811;0.0403618844770405;7.88621806573684;0.733755503077219;0.103070952962832;0.851991702991889;4.17;0;11.03603554;-0.0483041;0.0000;0;0;9.28;0.4421014;2;17.17;1;2;0;1;2;-2.81397810068146
IRL;Ireland;10;1;1991;76.3642361024671;19.4340307979122;0.0340465879902183;6.41908637640674;-1.10312156108647;0.0914263625484336;0.374382399730636;4.17;0;9.91086960;-0.6531332;0.0000;0;0;9.28;0.4421014;2;18.09;1;2;0;1;2;-2.86322588721318
IRL;Ireland;10;1;1992;73.9104294401683;19.9128311290299;0.0164380439226961;3.32097934317881;0.401081984378223;0.0629249529913137;0.393201438254935;4.17;1;8.78570271;-1.2579622;0.0000;0;0;7.29;0.4421014;2;18.87;1;2;0;1;2;-2.96651538143989
IRL;Ireland;10;1;1993;70.3924890802543;19.2209581565956;0.00286136620473937;2.73304427923371;2.4898309651207;0.0929957954392585;0.44464710762726;4.17;0;6.74603605;-3.3265870;0.0000;0;0;7.29;0.4792743;2;18.84;1;2;0;1;2;-2.74012558708573
IRL;Ireland;10;1;1994;70.5904794722851;18.8683198782602;0.00261916517831006;1.39362352345111;3.84600922514838;0.0770437034916097;0.471182219133516;4.17;0;5.35443926;-2.0739083;0.0000;0;0;7.29;0.4792743;2;18.43;1;2;0;1;2;-1.97047208937582
IRL;Ireland;10;1;1995;71.0525761754524;17.0488713211117;0.00925140591251758;11.6502467020699;2.53166996442249;0.0716171367687753;0.465302074995057;4.17;0;2.64269233;-0.3503239;0.0000;0;0;7.29;0.4792743;2;17.88;1;2;0;1;2;-2.08062464112712
IRL;Ireland;10;1;1996;71.1510879927171;16.6066031793411;0.00595093603981637;4.8203642887578;1.90780710105234;0.101686542967553;0.640780053760619;4.17;0;1.49812126;1.4453263;0.0000;0;0;7.29;0.4792743;2;16.91;1;2;0;1;2;-0.197813185340691
IRL;Ireland;10;1;1997;69.7648777135002;16.070619905404;0.00324770437520543;0.305260947193943;4.36658107426521;0.0950902038374508;0.450723930091001;4.17;1;2.03069568;2.6980979;0.0000;0;0;6.44;0.4792743;2;15.81;1;2;0;1;2;1.37382533927656
IRL;Ireland;10;1;1998;69.8907995203266;16.0743341011842;0.00252436464607003;1.55019243518264;3.15728733863099;0.0388813865442496;0.112148869506467;4.17;0;4.64293289;1.0099338;0.0000;0;0;6.44;0.4468521;3;14.88;1;2;0;1;2;2.0671171518951
IRL;Ireland;10;1;1999;71.168514715948;16.4931283819375;0.000260662131950172;1.42830265046672;3.0140704762541;0.0321605581981078;0.403811133556476;4.17;0;6.27124500;-1.1156636;0.0000;0;0;6.44;0.4468521;3;14.00;1;2;0;1;2;3.53680372218205
IRL;Ireland;10;1;2000;74.4769282136895;16.6832100826142;0.00310687675400084;1.31196761056869;4.09265347753652;0.191113797593444;0.79738081754954;4.17;0;7.89955711;-3.2412610;0.0000;0;0;6.44;0.4468521;3;13.13;1;2;0;1;2;4.87195643523248
IRL;Ireland;10;1;2001;73.2814984517533;17.3225369611891;0.0109268889194425;1.81559623872916;2.15742817784832;0.354109683530107;0.596217984893362;4.17;0;9.52786922;-5.3668585;0.0000;0;0;6.44;0.4468521;3;14.12;1;2;0;1;2;0.960773960440517
IRL;Ireland;10;1;2002;73.520456584199;18.1789570420851;0.00424838650304939;2.22296922041048;1.77076529877269;0.248168523237167;0.584919477413012;4.17;1;10.33463860;-6.8697262;0.0000;0;0;5.63;0.4468521;3;15.01;1;2;0;1;2;-0.519664734606564
IRL;Ireland;10;1;2003;74.1703416745898;18.8681207454304;0.00373674122582357;2.51873363012362;3.12305331258689;0.232264199704295;0.547096874839945;4.17;0;7.92568398;-6.1984982;0.0000;0;0;5.63;0.4676755;3;15.41;1;2;0;1;2;0.346128541324143
IRL;Ireland;10;1;2004;75.3880872423188;19.4536126097535;0.0197797078932616;2.65324298148097;2.34497148161661;0.163507011242778;0.55904721790336;4.17;0;5.26636505;-5.4253016;0.0000;0;0;5.63;0.4676755;3;15.76;1;2;0;1;2;1.29837599123513
